record,n_signals,length_samples,fs,duration_sec,mean_amplitude,std_amplitude,is_nsr
p10001\p10001_s03,1,1048577,250,4194.308,0.0016943494979705,0.0388867046682368,True
p10001\p10001_s04,1,1048577,250,4194.308,0.001005851924192,0.0328442764388335,True
p10001\p10001_s05,1,1048577,250,4194.308,0.0017965483565782,0.0563728031172936,True
p10001\p10001_s06,1,1048577,250,4194.308,0.0029718352305673,0.0501726488855227,True
p10001\p10001_s07,1,1048577,250,4194.308,0.0008417958616901,0.3358676575558061,True
p10001\p10001_s08,1,1048577,250,4194.308,0.000320043794061,0.0550850872935454,True
p10001\p10001_s09,1,1048577,250,4194.308,0.0002017082735679,0.0691395954048393,True
p10001\p10001_s10,1,1048577,250,4194.308,9.144108401745672e-05,0.070305618981169,True
p10001\p10001_s11,1,1048577,250,4194.308,0.0005836092715231,0.1148149263071879,True
p10001\p10001_s12,1,1048577,250,4194.308,0.0016513183996093,0.0549484998792219,True
p10001\p10001_s13,1,1048577,250,4194.308,0.0008149014252143,0.0533129677371333,True
p10001\p10001_s14,1,1048577,250,4194.308,-0.0001425405133213,0.0338220599741573,True
p10001\p10001_s15,1,1048577,250,4194.308,-0.0001102671895504,0.025088822001777,True
p10001\p10001_s16,1,1048577,250,4194.308,0.001715865047151,0.0521143785105298,True
p10001\p10001_s17,1,1048577,250,4194.308,0.0010703985717337,0.033829480556108,True
p10001\p10001_s18,1,1048577,250,4194.308,0.0016701445051423,0.0307243905646161,True
p10001\p10001_s19,1,1048577,250,4194.308,0.0019713621936704,0.0590985100062163,True
p10001\p10001_s20,1,1048577,250,4194.308,0.0014307840205084,0.0310158246035004,True
p10001\p10001_s21,1,1048577,250,4194.308,-0.0001048883022553,0.0716817955233532,True
p10001\p10001_s22,1,1048577,250,4194.308,0.0001425405133213,0.0766332033812414,True
p10001\p10001_s23,1,1048577,250,4194.308,0.0003415593432416,0.058589075920539,True
p10001\p10001_s24,1,1048577,250,4194.308,-0.0001775032807397,0.0559039302984471,True
p10001\p10001_s25,1,1048577,250,4194.308,0.0004760315256202,0.0634026669252308,True
p10001\p10001_s26,1,1048577,250,4194.308,6.723609118930656e-05,0.0612097743651846,True
p10001\p10001_s27,1,1048577,250,4194.308,0.0011322557756279,0.0668243005320315,True
p10001\p10001_s28,1,1048577,250,4194.308,0.0007584231086153,0.0721237623819935,True
p10001\p10001_s29,1,1048577,250,4194.308,-0.0003738326670125,0.0635070805766186,True
p10001\p10001_s30,1,1048577,250,4194.308,0.0006131931516464,0.0501873544491296,True
p10001\p10001_s31,1,1048577,250,4194.308,0.0003711432233649,0.0487235570040359,True
p10001\p10001_s32,1,1048577,250,4194.308,-0.0004034165471358,0.0323077638914046,True
p10001\p10001_s33,1,1048577,250,4194.308,0.0015060884426404,0.0571104102638781,True
p10001\p10001_s34,1,1048577,250,4194.308,0.0024662198248237,0.0555677140029086,True
p10001\p10001_s35,1,1048577,250,4194.308,0.0006750503555406,0.0274088483133278,True
p10001\p10001_s36,1,1048577,250,4194.308,0.0012048707541123,0.0662258389855611,True
p10001\p10001_s37,1,1048577,250,4194.308,-2.4204992828150497e-05,0.0655035474705489,True
p10001\p10001_s38,1,1048577,250,4194.308,-0.0001398510696737,0.0648399873766633,True
p10001\p10001_s39,1,1048577,250,4194.308,-0.0004625843073824,0.0759185886144112,True
p10001\p10001_s40,1,1048577,250,4194.308,0.0003523171178319,0.0727541900479034,True
p10001\p10001_s41,1,1048577,250,4194.308,0.0003442487868892,0.1258462390339794,True
p10001\p10001_s42,1,1048577,250,4194.308,0.0024178098391674,0.0661388164993201,True
p10001\p10001_s43,1,1048577,250,4194.308,0.0016378711813715,0.0635104084866883,True
p10001\p10001_s44,1,1048577,250,4194.308,-0.0004867893002105,0.0297085833952493,True
p10001\p10001_s45,1,1048577,250,4194.308,0.0013689268166142,0.0315509590419818,True
p10001\p10001_s46,1,1048577,250,4194.308,0.001678212836085,0.0376887528624794,True
p10001\p10001_s47,1,1048577,250,4194.308,-7.799386577959528e-05,0.0639756496955265,True
p10001\p10001_s48,1,1048577,250,4194.308,0.0002554971465193,0.0516580432514144,True
p10001\p10001_s49,1,1048577,250,4194.308,-0.0002877704702902,0.0956483363645956,True
p10002\p10002_s00,1,1048577,250,4194.308,0.0007180814539017,0.1214751677256497,True
p10002\p10002_s01,1,1048577,250,4194.308,0.0010919141209143,0.1424807536365467,True
p10002\p10002_s02,1,1048577,250,4194.308,0.0004652737510299,0.1074655736261956,True
p10002\p10002_s03,1,1048577,250,4194.308,0.0015141567735831,0.1474305328565455,True
p10002\p10002_s04,1,1048577,250,4194.308,0.0023263687551499,0.1019170259193448,True
p10002\p10002_s05,1,1048577,250,4194.308,0.0024097415082247,0.105851294596421,True
p10002\p10002_s06,1,1048577,250,4194.308,0.0026975119785149,0.0998768629001376,True
p10002\p10002_s07,1,1048577,250,4194.308,0.0003065965758232,0.1134654251729683,True
p10002\p10002_s08,1,1048577,250,4194.308,0.0023075426496169,0.1123174855781902,True
p10002\p10002_s09,1,1048577,250,4194.308,0.000785317545091,0.1201806636043715,True
p10002\p10002_s10,1,1048577,250,4194.308,0.0007906964323862,0.1168900886424557,True
p10002\p10002_s11,1,1048577,250,4194.308,0.0008740691854609,0.1292265603688758,True
p10002\p10002_s12,1,1048577,250,4194.308,0.0001936399426252,0.1468792026493943,True
p10002\p10002_s13,1,1048577,250,4194.308,0.0009171002838221,0.1080138534664494,True
p10002\p10002_s14,1,1048577,250,4194.308,0.0016244239631336,0.1166925761004666,True
p10002\p10002_s15,1,1048577,250,4194.308,0.0029583880123294,0.1208147060672742,True
p10002\p10002_s16,1,1048577,250,4194.308,0.002458151493881,0.1037056795306101,True
p10002\p10002_s17,1,1048577,250,4194.308,0.0027539902951139,0.0916288131818593,True
p10002\p10002_s18,1,1048577,250,4194.308,0.0022483748893704,0.0861533837553688,True
p10002\p10002_s19,1,1048577,250,4194.308,0.0025576609088412,0.0772573103861155,True
p10002\p10002_s20,1,1048577,250,4194.308,0.0018906788842432,0.0500908999212034,True
p10002\p10002_s21,1,1048577,250,4194.308,0.0016916600543229,0.1209499161221018,True
p10002\p10002_s22,1,1048577,250,4194.308,0.002364020966216,0.107153400909933,True
p10002\p10002_s23,1,1048577,250,4194.308,0.0025092509231849,0.1311793752290796,True
p10002\p10002_s24,1,1048577,250,4194.308,-0.0028050897244178,0.1741887095096275,True
p10002\p10002_s25,1,1048577,250,4194.308,0.0022483748893704,0.0904721449441497,True
p10002\p10002_s26,1,1048577,250,4194.308,0.0025845553453169,0.0804859083722005,True
p10002\p10002_s27,1,1048577,250,4194.308,0.0016055978576006,0.1239564720420201,True
p10002\p10002_s28,1,1048577,250,4194.308,0.0019525360881374,0.1166912663649501,True
p10002\p10002_s29,1,1048577,250,4194.308,0.0028266052735984,0.1166037564581169,True
p10002\p10002_s30,1,1048577,250,4194.308,0.0035151028473769,0.0685785322742207,True
p10002\p10002_s31,1,1048577,250,4194.308,0.0028454313791314,0.0521821819371423,True
p10002\p10002_s32,1,1048577,250,4194.308,0.0025926236762596,0.0810919978260948,True
p10002\p10002_s33,1,1048577,250,4194.308,0.0023102320932645,0.0856142099026764,True
p10002\p10002_s34,1,1048577,250,4194.308,0.0023774681844538,0.1238414638925195,True
p10002\p10002_s35,1,1048577,250,4194.308,0.000691187017426,0.1206103470849091,True
p10002\p10002_s36,1,1048577,250,4194.308,0.0022618221076082,0.1285944400937626,True
p10002\p10002_s37,1,1048577,250,4194.308,0.0023102320932645,0.1223211220876386,True
p10002\p10002_s38,1,1048577,250,4194.308,0.0015948400830103,0.0897639177101873,True
p10002\p10002_s39,1,1048577,250,4194.308,0.0028454313791314,0.1062112556026064,True
p10002\p10002_s40,1,1048577,250,4194.308,0.0001075777459028,0.1320132913212707,True
p10002\p10002_s41,1,1048577,250,4194.308,0.0002797021393475,0.178284336797245,True
p10002\p10002_s42,1,1048577,250,4194.308,0.0024312570574053,0.1172626046659684,True
p10002\p10002_s43,1,1048577,250,4194.308,0.0023371265297402,0.0658359017112119,True
p10002\p10002_s44,1,1048577,250,4194.308,0.001565256202887,0.0964570108142636,True
p10002\p10002_s45,1,1048577,250,4194.308,5.916776024658934e-05,0.0470367867648392,True
p10002\p10002_s46,1,1048577,250,4194.308,0.0023371265297402,0.0717617873333995,True
p10002\p10002_s47,1,1048577,250,4194.308,0.0022994743186742,0.1000170781276146,True
p10002\p10002_s48,1,1048577,250,4194.308,0.0001667455061494,0.0059388347971211,True
p10002\p10002_s49,1,1048577,250,4194.308,0.0002877704702902,0.0073128890651882,True
p10003\p10003_s00,1,1048577,250,4194.308,0.7058928952909942,41.6663622615503,True
p10003\p10003_s01,1,1048577,250,4194.308,0.0031385807367168,0.1710526989647906,True
p10003\p10003_s02,1,1048577,250,4194.308,0.0056048005615405,0.1555130399124095,True
p10003\p10003_s03,1,1048577,250,4194.308,0.0031816118350779,0.1606522343580011,True
p10003\p10003_s04,1,1048577,250,4194.308,0.0033483573412274,0.1491195244861722,True
p10003\p10003_s05,1,1048577,250,4194.308,0.0042869731742301,0.1730478656417758,True
p10003\p10003_s06,1,1048577,250,4194.308,0.003482829523606,0.1432077092718975,True
p10003\p10003_s07,1,1048577,250,4194.308,0.0038270783104953,0.1491269237094231,True
p10003\p10003_s08,1,1048577,250,4194.308,0.0059893910031434,0.1622805811041384,True
p10003\p10003_s09,1,1048577,250,4194.308,0.0034720717490157,0.1387801998153392,True
p10003\p10003_s10,1,1048577,250,4194.308,0.003558133945738,0.1566091156649546,True
p10003\p10003_s11,1,1048577,250,4194.308,0.0021031449324015,0.1460085178562125,True
p10003\p10003_s12,1,1048577,250,4194.308,0.0033080156865138,0.0825714870287421,True
p10003\p10003_s13,1,1048577,250,4194.308,0.003558133945738,0.1128289620257858,True
p10003\p10003_s14,1,1048577,250,4194.308,0.0039131405072176,0.0634012011819244,True
p10003\p10003_s15,1,1048577,250,4194.308,0.0045612964262825,0.0721279296056799,True
p10003\p10003_s16,1,1048577,250,4194.308,0.0046850108340708,0.0883336061217301,True
p10003\p10003_s17,1,1048577,250,4194.308,0.003595786156804,0.0870465112849572,True
p10003\p10003_s18,1,1048577,250,4194.308,0.0034559350871303,0.1253287600428295,True
p10003\p10003_s19,1,1048577,250,4194.308,0.002923425244911,0.1553749910622422,True
p10004\p10004_s00,1,1048577,250,4194.308,0.0034424878688924,0.0589222425401827,True
p10004\p10004_s01,1,1048577,250,4194.308,0.0026921330912198,0.0608464261756863,True
p10004\p10004_s02,1,1048577,250,4194.308,0.0029341830195013,0.0581986358123713,True
p10004\p10004_s03,1,1048577,250,4194.308,0.0026759964293343,0.0490272354536774,True
p10004\p10004_s04,1,1048577,250,4194.308,0.0032918790246284,0.0427944340809626,True
p10004\p10004_s05,1,1048577,250,4194.308,0.0027916425061799,0.0607220485505704,True
p10004\p10004_s06,1,1048577,250,4194.308,0.0029395619067964,0.0710807465752139,True
p10004\p10004_s07,1,1048577,250,4194.308,0.0025307664723654,0.0691594771164662,True
p10004\p10004_s08,1,1048577,250,4194.308,0.0037141216772972,0.0570737607558169,True
p10004\p10004_s09,1,1048577,250,4194.308,0.0031816118350779,0.0620274284249775,True
p10004\p10004_s10,1,1048577,250,4194.308,0.0035419972838526,0.054789486387893,True
p10004\p10004_s11,1,1048577,250,4194.308,0.001471125675222,0.0936685691137564,True
p10004\p10004_s12,1,1048577,250,4194.308,-0.002829294717246,0.7143145787044247,True
p10004\p10004_s13,1,1048577,250,4194.308,-0.0122208319345683,1.9494666021679072,True
p10004\p10004_s14,1,1048577,250,4194.308,0.0012398335215308,0.8137941065249011,True
p10004\p10004_s15,1,1048577,250,4194.308,-0.0154158909878841,1.9186394739417376,True
p10004\p10004_s16,1,1048577,250,4194.308,0.0004141743217261,0.1284604610515012,True
p10004\p10004_s17,1,1048577,250,4194.308,-0.0002608760338144,5.006770986205041,True
p10004\p10004_s18,1,1048577,250,4194.308,-0.0003980376598406,0.1329686641140741,True
p10004\p10004_s19,1,1048577,250,4194.308,0.012807130649739,19.099971480127014,True
p10004\p10004_s20,1,1048577,250,4194.308,-0.0079499954222235,5.095550403589648,True
p10004\p10004_s21,1,1048577,250,4194.308,-0.0051852473525193,1.6495736601813142,True
p10004\p10004_s22,1,1048577,250,4194.308,0.0029395619067964,0.0706187858443624,True
p10004\p10004_s23,1,1048577,250,4194.308,0.0031654751731925,0.0418344382336056,True
p10004\p10004_s24,1,1048577,250,4194.308,0.0040637493514816,0.0636632770298157,True
p10004\p10004_s25,1,1048577,250,4194.308,0.001471125675222,0.0709037422775986,True
p10004\p10004_s26,1,1048577,250,4194.308,0.0025065614795373,0.0630306780614278,True
p10004\p10004_s27,1,1048577,250,4194.308,0.0186997016815698,2.652314831858789,True
p10004\p10004_s28,1,1048577,250,4194.308,-0.0094695310831018,2.4427834499360257,True
p10004\p10004_s29,1,1048577,250,4194.308,-0.0007718703268532,0.0588940650152133,True
p10004\p10004_s30,1,1048577,250,4194.308,0.0031466490676595,0.0438611155889359,True
p10004\p10004_s31,1,1048577,250,4194.308,0.0029718352305673,0.0478421694001753,True
p10004\p10004_s32,1,1048577,250,4194.308,-2.420499282815154e-05,0.3759683977326328,True
p10004\p10004_s33,1,1048577,250,4194.308,-0.00046527375103,0.076556848539259,True
p10004\p10004_s34,1,1048577,250,4194.308,0.0178363902706992,8.916157582752735,True
p10004\p10004_s35,1,1048577,250,4194.308,0.0281773010956146,23.542452815152927,True
p10004\p10004_s36,1,1048577,250,4194.308,-0.0090419095431379,3.219575335831657,True
p10004\p10004_s37,1,1048577,250,4194.308,0.0015491195410016,0.2236666269420312,True
p10004\p10004_s38,1,1048577,250,4194.308,-0.0617012161626026,17.77011823253477,True
p10004\p10004_s39,1,1048577,250,4194.308,0.0038781777397991,0.2678168812100283,True
p10004\p10004_s40,1,1048577,250,4194.308,-0.0368830301828059,19.039970054974088,True
p10004\p10004_s41,1,1048577,250,4194.308,0.1225202948088015,6.956352266879493,True
p10004\p10004_s42,1,1048577,250,4194.308,0.0102091280861843,25.18013071471486,True
p10004\p10004_s43,1,1048577,250,4194.308,-0.000150608844264,0.0341322997022397,True
p10004\p10004_s44,1,1048577,250,4194.308,-0.0002232238227484,0.037093669360957,True
p10004\p10004_s45,1,1048577,250,4194.308,-0.0002366710409863,0.0384027932751281,True
p10004\p10004_s46,1,1048577,250,4194.308,-0.0002904599139378,0.0384297251957513,True
p10004\p10004_s47,1,1048577,250,4194.308,-0.0002124660481582,0.0382467594756256,True
p10004\p10004_s48,1,1048577,250,4194.308,-3.765221106601144e-05,0.0391440927531166,True
p10004\p10004_s49,1,1048577,250,4194.308,-0.0001828821680349,0.0384529666658792,True
p10005\p10005_s00,1,1048577,250,4194.308,0.0021784493545335,0.2484863120052222,True
p10005\p10005_s01,1,1048577,250,4194.308,0.0036065439313943,0.1362268044376623,True
p10005\p10005_s02,1,1048577,250,4194.308,0.0050991851557969,0.2737907155275881,True
p10005\p10005_s03,1,1048577,250,4194.308,0.0038996932889797,0.2797456777929701,True
p10005\p10005_s04,1,1048577,250,4194.308,0.0048544457838679,0.1472201299145942,True
p10005\p10005_s05,1,1048577,250,4194.308,0.0049055452131717,0.1393192300881682,True
p10005\p10005_s06,1,1048577,250,4194.308,0.004206289864803,0.1342863183702079,True
p10005\p10005_s07,1,1048577,250,4194.308,0.0037302583391827,0.1347333757424604,True
p10005\p10005_s08,1,1048577,250,4194.308,0.0053170300912503,0.1824268969382441,True
p10005\p10005_s09,1,1048577,250,4194.308,0.003835146641438,0.2958377807584699,True
p10005\p10005_s10,1,1048577,250,4194.308,0.0061588259529404,0.2764266112358663,True
p10005\p10005_s11,1,1048577,250,4194.308,0.0033644940031128,0.3476620616024047,True
p10005\p10005_s12,1,1048577,250,4194.308,0.0050427068391979,0.2963152971136187,True
p10005\p10005_s13,1,1048577,250,4194.308,0.0048194830164494,0.1936873520118523,True
p10005\p10005_s14,1,1048577,250,4194.308,0.0058199560533463,0.2919091843863123,True
p10005\p10005_s15,1,1048577,250,4194.308,0.0044429609057893,0.1376774746820515,True
p10005\p10005_s16,1,1048577,250,4194.308,0.0052820673238319,0.1403923769433531,True
p10005\p10005_s17,1,1048577,250,4194.308,0.0045370914334543,0.1615357193640376,True
p10005\p10005_s18,1,1048577,250,4194.308,0.00344517731254,0.1219514881163135,True
p10005\p10005_s19,1,1048577,250,4194.308,0.004262768181402,0.1272460112669611,True
p10005\p10005_s20,1,1048577,250,4194.308,0.0035258606219672,0.2851126928164973,True
p10005\p10005_s21,1,1048577,250,4194.308,0.0034236617633594,0.2483402974136742,True
p10005\p10005_s22,1,1048577,250,4194.308,0.0053170300912503,0.3006172056356451,True
p10005\p10005_s23,1,1048577,250,4194.308,0.0040583704641865,0.1278481265208771,True
p10005\p10005_s24,1,1048577,250,4194.308,0.0038512833033234,0.1446728053417084,True
p10005\p10005_s25,1,1048577,250,4194.308,0.00391045106357,0.1339420129939915,True
p10005\p10005_s26,1,1048577,250,4194.308,0.0028266052735984,0.2685880517517169,True
p10005\p10005_s27,1,1048577,250,4194.308,0.003294568468276,0.1358069016333726,True
p10005\p10005_s28,1,1048577,250,4194.308,0.0040503021332438,0.1430048775304078,True
p10005\p10005_s29,1,1048577,250,4194.308,0.0030310029908139,0.219870281633098,True
p10005\p10005_s30,1,1048577,250,4194.308,0.0040718176824243,0.2139989111158872,True
p10005\p10005_s31,1,1048577,250,4194.308,0.0024043626209295,0.316139276255484,True
p10005\p10005_s32,1,1048577,250,4194.308,0.0039265877254554,0.1746140503570306,True
p10005\p10005_s33,1,1048577,250,4194.308,0.0036334383678701,0.2890902955377003,True
p10005\p10005_s34,1,1048577,250,4194.308,0.0036791589098788,0.3265561480005671,True
p10005\p10005_s35,1,1048577,250,4194.308,0.0027755058442945,0.2999842019169569,True
p10005\p10005_s36,1,1048577,250,4194.308,0.0036684011352885,0.1455182755712998,True
p10005\p10005_s37,1,1048577,250,4194.308,0.0055913533433027,0.1802608058105179,True
p10005\p10005_s38,1,1048577,250,4194.308,0.0038647305215613,0.1136747382586151,True
p10005\p10005_s39,1,1048577,250,4194.308,0.0035339289529099,0.1146373076714109,True
p10005\p10005_s40,1,1048577,250,4194.308,0.0037948049867244,0.2577474182205944,True
p10005\p10005_s41,1,1048577,250,4194.308,0.0029718352305673,0.1060757616123293,True
p10005\p10005_s42,1,1048577,250,4194.308,0.0041417432172612,0.1233255344959501,True
p10005\p10005_s43,1,1048577,250,4194.308,0.0040987121189001,0.1106142187717671,True
p10005\p10005_s44,1,1048577,250,4194.308,0.0029664563432721,0.262180733538454,True
p10005\p10005_s45,1,1048577,250,4194.308,0.0016002189703054,0.3516424785991004,True
p10005\p10005_s46,1,1048577,250,4194.308,0.0048625141148106,0.2187501796416579,True
p10005\p10005_s47,1,1048577,250,4194.308,0.0030955496383556,0.1392469726816396,True
p10005\p10005_s48,1,1048577,250,4194.308,0.0034989661854914,0.343852731776489,True
p10005\p10005_s49,1,1048577,250,4194.308,0.0043300042725913,0.1221684890838344,True
p10006\p10006_s00,1,1048577,250,4194.308,0.0029368724631488,0.0935090408951418,True
p10006\p10006_s01,1,1048577,250,4194.308,0.0027190275276955,0.1015069173347814,True
p10006\p10006_s02,1,1048577,250,4194.308,0.0022510643330179,0.0575179153881877,True
p10006\p10006_s03,1,1048577,250,4194.308,0.003017555772576,0.0467840388458991,True
p10006\p10006_s04,1,1048577,250,4194.308,0.0017615855891598,0.0546834713406309,True
p10006\p10006_s05,1,1048577,250,4194.308,0.002345194860683,0.033678194014611,True
p10006\p10006_s06,1,1048577,250,4194.308,0.0020466666158024,0.0625378569388359,True
p10006\p10006_s07,1,1048577,250,4194.308,0.0034155934324167,0.0774787172536262,True
p10006\p10006_s08,1,1048577,250,4194.308,0.0036011650440992,0.074713406673845,True
p10006\p10006_s09,1,1048577,250,4194.308,0.0019874988555558,0.0883930929394392,True
p10006\p10006_s10,1,1048577,250,4194.308,0.0031789223914304,0.1062402708952948,True
p10006\p10006_s11,1,1048577,250,4194.308,0.0016055978576006,0.1026680305795421,True
p10006\p10006_s12,1,1048577,250,4194.308,0.0020977660451063,0.047534088603062,True
p10006\p10006_s13,1,1048577,250,4194.308,0.0018422688985869,0.0536667529257871,True
p10006\p10006_s14,1,1048577,250,4194.308,0.0024527726065858,0.0441313246143645,True
p10006\p10006_s15,1,1048577,250,4194.308,0.0031654751731925,0.0309939764906581,True
p10006\p10006_s16,1,1048577,250,4194.308,0.0019848094119083,0.0880017588182795,True
p10006\p10006_s17,1,1048577,250,4194.308,0.0019606044190801,0.0979940989813234,True
p10006\p10006_s18,1,1048577,250,4194.308,0.0016324922940763,0.0946980778011266,True
p10006\p10006_s19,1,1048577,250,4194.308,0.0027190275276955,0.1204577424671313,True
p10006\p10006_s20,1,1048577,250,4194.308,0.0032891895809808,0.0940120896246359,True
p10006\p10006_s21,1,1048577,250,4194.308,0.0007638019959105,0.1362884516118404,True
p10006\p10006_s22,1,1048577,250,4194.308,0.0022026543473616,0.0423631546514842,True
p10006\p10006_s23,1,1048577,250,4194.308,0.0022564432203131,0.0874991830999265,True
p10006\p10006_s24,1,1048577,250,4194.308,0.0009924047059541,0.1196061490515146,True
p10006\p10006_s25,1,1048577,250,4194.308,0.0012183179723502,0.1179209804406539,True
p10006\p10006_s26,1,1048577,250,4194.308,0.0003227332377086,0.0927497680933737,True
p10006\p10006_s27,1,1048577,250,4194.308,0.0022241698965422,0.086982240367418,True
p10006\p10006_s28,1,1048577,250,4194.308,0.0022403065584276,0.0974381057870609,True
p10006\p10006_s29,1,1048577,250,4194.308,0.0016486289559617,0.0840854128889449,True
p10006\p10006_s30,1,1048577,250,4194.308,0.0024124309518723,0.0565557701179571,True
p10006\p10006_s31,1,1048577,250,4194.308,0.0022268593401898,0.0311516547622594,True
p10006\p10006_s32,1,1048577,250,4194.308,0.0017615855891598,0.0264901291207259,True
p10006\p10006_s33,1,1048577,250,4194.308,0.0009009636219367,0.1076208616512148,True
p10006\p10006_s34,1,1048577,250,4194.308,0.0029852824488051,0.105617705073162,True
p10006\p10006_s35,1,1048577,250,4194.308,0.0015975295266579,0.0260636319204244,True
p10006\p10006_s36,1,1048577,250,4194.308,0.0028454313791314,0.0843011092514795,True
p10006\p10006_s37,1,1048577,250,4194.308,0.0016728339487899,0.0981585446546056,True
p10006\p10006_s38,1,1048577,250,4194.308,0.0021703810235908,0.0793168753977375,True
p10006\p10006_s39,1,1048577,250,4194.308,0.0032111957152012,0.0600820966876055,True
p10006\p10006_s40,1,1048577,250,4194.308,0.0030014191106906,0.0945607982610821,True
p10006\p10006_s41,1,1048577,250,4194.308,0.0028884624774925,0.104960565607769,True
p10006\p10006_s42,1,1048577,250,4194.308,0.0017750328073976,0.0887342958384709,True
p10006\p10006_s43,1,1048577,250,4194.308,0.0029852824488051,0.1141264991968236,True
p10006\p10006_s44,1,1048577,250,4194.308,0.0026706175420392,0.1085819016737722,True
p10006\p10006_s45,1,1048577,250,4194.308,0.0017077967162083,0.1067706342103456,True
